t,x1,x2,x3
0.0334,0.7059711178114344,-1.4661352760664017,22.17616128967307
0.0336,0.7016269050236787,-1.4407446498038028,22.163247810555788
0.0338,0.6973421619140238,-1.455918597068159,22.224285832661735
0.034,0.6930356403960592,-1.4495136615912918,22.11298859849316
0.0342,0.6887505417920846,-1.3880984098352407,22.1544262938684
0.0344,0.68459684388883,-1.4637548257682889,22.14022677641508
0.0346,0.6803001405495158,-1.4384269565105883,22.15250520837423
0.0348,0.6760626863553957,-1.4143043835690392,22.128859618641876
0.035,0.6718819522155467,-1.4498286090845762,22.112177466991717
0.0352,0.6676385310929465,-1.4417006390820226,22.117247343317
0.0354,0.6634198527525965,-1.4278547932941144,22.124468352400175
0.0356,0.6592373034605031,-1.459788330148466,22.099816209684956
0.0358,0.6549992521932853,-1.472242861266248,22.086230336881762
0.036,0.6507447679663663,-1.4419831578526323,22.089186752075328
0.0362,0.6465593121147282,-1.4796705273802477,22.11782098955875
0.0364,0.6423068524357383,-1.5445544527084853,22.067850420094004
0.0366,0.6379331298254498,-1.5395412461697693,22.052318824123464
0.0368,0.6335781810734594,-1.5311276247447263,22.050706548309464
0.037,0.6292487694618231,-1.6253918820904634,22.035737380310252
0.0372,0.6247394881587185,-1.5615130552543388,22.01181494234009
0.0374,0.6203669830718922,-1.4974785189938529,21.914161208231416
0.0376,0.6161312920677607,-1.4888618611767483,21.87405679462814
0.0378,0.6119213057612718,-1.5213446704770486,21.955051071178058
0.038,0.6076547738087952,-1.4049428061782279,21.944184532108867
0.0382,0.6036295786488212,-1.3470377476296924,21.936164856113614
0.0384,0.5997282439962641,-1.3659909047345227,21.97510544584942
0.0386,0.5957968056988024,-1.3830850759539208,21.90672375412333
0.0388,0.591839041935497,-1.3414130445803079,21.89338140582158
0.039,0.5879725377624654,-1.4442622113296553,21.903569159072788
0.0392,0.5839080682642812,-1.4443462167632466,21.92106765674368
0.0394,0.5798515596942262,-1.4107083287045235,21.987216340475985
0.0396,0.5758704399174286,-1.4383625712855495,22.00660640259853
0.0398,0.5718419738950227,-1.3760339573709177,22.035096120444628
0.04,0.5679462220324908,-1.3126269850204344,22.072588960244765
0.0402,0.5641850756183849,-1.3213509120096196,22.06268978381193
0.0404,0.560414003643129,-1.3567399372210813,22.04327299142086
0.0406,0.5565796957614005,-1.3097866896856976,22.036535046971704
0.0408,0.5528469629905063,-1.296825233452256,22.042745408238737
0.041,0.5491476185976207,-1.2755762910163086,22.05838832524826
0.0412,0.5454981707783929,-1.318282239434734,22.069109631259114
0.0414,0.5417706099579667,-1.321513754307904,22.09962743099132
0.0416,0.5380440412294349,-1.2735716708402565,22.11760678647134
0.0418,0.5344208098052956,-1.210678224880056,22.05954463668398
0.042,0.5309306117359248,-1.2442780281018018,22.043536986125158
0.0422,0.5273801944562494,-1.1784298061327378,21.97713893039008
0.0424,0.5239685744550714,-1.1211598900333288,21.914696165098075
0.0426,0.5206783175260946,-1.120671395828871,21.914616645622694
0.0428,0.5173956180993847,-1.127278318949726,21.891613403714956
0.043,0.5141062702252865,-1.1780958286098424,21.83623709018176
0.0432,0.5107218660276162,-1.2228357448268297,21.86629841164694
0.0434,0.5072547508059073,-1.2168763127193185,21.87523799557816
0.0436,0.5038064886788569,-1.2113508211340682,21.84928485605063
0.0438,0.5003761740592311,-1.2543367095002678,21.849460010579094
0.044,0.4968667482921121,-1.2285054211350188,21.858613644174326
0.0442,0.49341600395325774,-1.2296402859375946,21.840314008746684
0.0444,0.4899698913734761,-1.2210700802334442,21.815368287890433
0.0446,0.48654781143026227,-1.2811296121988434,21.84479298405668
0.0448,0.48301245658300407,-1.294883852950994,21.839437281476147
0.045,0.4794566639639361,-1.2758072590405727,21.868253704141324
0.0452,0.47594613611792713,-1.203482937367652,21.89851401812165
0.0454,0.4725872779709559,-1.188916032867714,21.840049689214958
0.0456,0.46926427134927856,-1.2294903090045155,21.831618642000375
0.0458,0.465866762188571,-1.286774895147341,21.89131728568132
0.046,0.46236147887389917,-1.2607594255601873,21.943823040447395
0.0462,0.458915237065031,-1.2909059143334372,21.896376719017432
0.0464,0.4554155947622341,-1.2831869704091774,21.929357170460104
0.0466,0.45193838963189115,-1.2529675866197323,21.911432651966372
0.0468,0.4485285776793879,-1.2409052261850133,21.75827925404326
0.047,0.44514971007165915,-1.2954938215814593,21.745971128825275
0.0472,0.44166842300835296,-1.314431124985201,21.67979733807704
0.0474,0.43815622391236586,-1.2287657651491406,21.673447109081142
0.0476,0.4348223799342428,-1.157188726096496,21.677881474059692
0.0478,0.43163835772218134,-1.1736361221856286,21.635344232545776
0.048,0.42842780876236575,-1.1690740131090944,21.666500374793163
0.0482,0.4252328051186228,-1.1862543493856432,21.650512137102233
0.0484,0.4220098308096143,-1.187850413294105,21.617682252202034
0.0486,0.4187901103214069,-1.0847503317116916,21.668407348202095
0.0488,0.41578302943734063,-1.064542755952684,21.60654710971884
0.049,0.4128223778665606,-1.1290884241225554,21.591523793466646
0.0492,0.40973855626258243,-1.1060313434965945,21.524048703150545
0.0494,0.4067070164630641,-1.0917017785127652,21.534678803214334
0.0496,0.4037101988731125,-1.074690409639469,21.44043517720772
0.0498,0.40075339765608736,-0.9916073307260544,21.39672575215468
0.05,0.397968676199323,-0.8920275473629287,21.432882081655265
0.0502,0.39538868375219854,-0.8462611975966319,21.44364420795667
0.0504,0.3929053839895009,-0.8137929376064215,21.46347820541562
0.0506,0.3904919873463091,-0.8432203017327495,21.549082801880253
0.0508,0.38802456276815095,-0.8295050997689579,21.5359648042362
0.051,0.38558950344307674,-0.8427555511792917,21.47324318273962
0.0512,0.3831328133338319,-0.8496316890034717,21.45884262201372
0.0514,0.3806672843291573,-0.8363020276115114,21.408837446089972
0.0516,0.378233345705276,-0.8787529968960535,21.416897776237278
0.0518,0.37571937302007336,-0.8988421118151245,21.406267540615723
0.052,0.373170250050403,-0.896554179762691,21.403636511282773
0.0522,0.37063080119077674,-0.9547189418074196,21.42647961938112
0.0524,0.36798010170478035,-0.9269428137508585,21.37784925190915
0.0526,0.3653902558738691,-0.9412889373913363,21.36566461347522
0.0528,0.3627768974873387,-0.9453419797890202,21.367799883781792
0.053,0.360160659732786,-0.9488246983082255,21.27443139862542
0.0532,0.357542689016704,-0.8785673500697722,21.255681925895782
0.0534,0.35507046893853095,-0.8475023807040489,21.25536706530277
0.0536,0.3526653232392458,-0.8408661342831186,21.223575755572888
0.0538,0.3502782603242011,-0.8299954368343018,21.21190692766618
0.054,0.3479177129298841,-0.8664471636103492,21.279298918556027
0.0542,0.34548898317680365,-0.7809506243432047,21.27867224598498
0.0544,0.34323610396176363,-0.7719259613719293,21.264144234820808
0.0546,0.3410057798310962,-0.8220780769220439,21.208079331632216
0.0548,0.33867961211758996,-0.8067546650341927,21.234985395146197
0.055,0.3363887435632864,-0.8216051714894432,21.244242841293296
0.0552,0.33407275573318096,-0.7879722702116418,21.07166519911453
0.0554,0.3318286656812913,-0.7587601065282616,21.08641556917917
0.0556,0.3296474881368722,-0.7317739467324736,21.115297537273726
0.0558,0.3275246452671335,-0.7470252095463985,21.091175113159707
0.056,0.3253755455575064,-0.7299649743392809,21.06803415612206
0.0562,0.32326486451771286,-0.6916364377545029,21.026886698061613
0.0564,0.3212350619131684,-0.6828306769668482,21.003615183866238
0.0566,0.3192269304354084,-0.6887322185099468,20.965322439469553
0.0568,0.3172110121375176,-0.6278215169253951,20.986813816441575
0.057,0.3153209470793918,-0.6178617347999613,20.95921674058211
0.0572,0.3134545817156331,-0.6681198797380684,20.958431207832867
0.0574,0.31149143279272573,-0.6238588293479692,20.941137795591963
0.0576,0.30962073226844433,-0.6864624951158639,20.961975404006246
0.0578,0.3076285658136757,-0.7626527169410368,20.921255838941544
0.058,0.3054880032481662,-0.7811562973091013,20.981981562358097
0.0582,0.3033147146470517,-0.8754425139388679,21.000856118624
0.0584,0.30095720018987987,-0.8805956610954039,20.958631242606526
0.0586,0.29859409446730933,-0.8221008610277513,21.035264143202753
0.0588,0.29635270455631924,-0.8475235127993164,21.02798262565785
0.059,0.294064952121608,-0.8638569073848148,21.039470015323747
0.0592,0.2917491084025951,-0.8331412211545957,21.0334572518668
0.0594,0.28949932774348075,-0.9101673402562238,21.048897692054464
0.0596,0.28709999440748135,-0.8529432457750189,20.98607395315219
0.0598,0.28481990792711637,-0.8819389745644529,20.911494047875387
0.06,0.2824863901621332,-0.8351146828953396,20.901240436846354
0.0602,0.2802511880160183,-0.8450438986258461,20.88013062776523
0.0604,0.2780005978427345,-0.9182873875843669,20.907071788084405
0.0606,0.2756080218718803,-0.9586456853545609,20.923251483310672
0.0608,0.27313951445742746,-0.9826943070730721,20.86477785797977
0.061,0.27062784681436647,-0.9389015980389478,20.899598681978873
0.0612,0.26820878792465985,-0.9196562818481426,21.005071547005628
0.0614,0.2658330577851142,-1.033344698474846,20.9209714331354
0.0616,0.26323470227259427,-1.084991799572779,20.925403984105216
0.0618,0.26053824926890357,-1.0446661643099013,20.979248508053683
0.062,0.257927840441746,-1.0048090165051866,20.957073398188633
0.0622,0.25540236672785216,-1.068368961562409,20.923548228975225
0.0624,0.25275482407127164,-1.0259859445705637,20.922459326690333
0.0626,0.2501973425339879,-1.1079440630466224,20.920082049801405
0.0628,0.2474810597228268,-1.0987470927473488,20.95491813730244
0.063,0.24478860341788639,-1.0392949241423728,20.98704235462306
0.0632,0.2422204363627658,-1.0102777380120918,21.025932998640563
0.0634,0.23971544001401618,-0.9942076234859741,20.99326251178729
0.0636,0.23724759388701613,-0.9682924059278961,20.971987085803594
0.0638,0.2348365138873864,-0.9781362492438334,20.884856237902806
0.064,0.2324105683611239,-1.0095364516931573,20.89149532729816
0.0642,0.22992667432101543,-1.0125378479972478,20.892999125779994
0.0644,0.22744174527637884,-1.009821889703645,20.814007862676036
0.0646,0.22496721800641872,-0.9333168404424923,20.75965000448745
0.0648,0.222650649889521,-0.9199699195620799,20.760031472634896
0.065,0.22036540875061772,-0.925171145327726,20.744787557243843
0.0652,0.21807433564246112,-0.942615888786719,20.75408580242504
0.0654,0.21575295519360269,-0.9196888654040991,20.71178882542253
0.0656,0.21348207155240723,-0.9014199660006819,20.58953916391876
0.0658,0.21125226747730114,-0.9256527569369426,20.5909034913756
0.066,0.2089784574284726,-0.8872401802515367,20.561239732460177
0.0662,0.20678602015311268,-0.8808904405710004,20.489149296714338
0.0664,0.20461066723166438,-0.9334748058451441,20.465598548824115
0.0666,0.2023344962855107,-0.8369512209339215,20.436397136195602
0.0668,0.2002559248510719,-0.8029752482610631,20.42434167537679
0.067,0.1982494625048476,-0.7556897469787028,20.441621360586673
0.0672,0.19634158408588057,-0.6367185052597092,20.434272240845704
0.0674,0.19467546390718934,-0.6272073761663887,20.5487279015546
0.0676,0.19303169822704225,-0.696690262099596,20.59784429318192
0.0678,0.19125225430638892,-0.7584230463217134,20.557988314243776
0.068,0.18935290370513266,-0.7899342466536842,20.48653529673913
0.0682,0.1873943294044151,-0.8453799154287169,20.54638774473398
0.0684,0.18532878091474878,-0.846393688746866,20.60478524547979
0.0686,0.18326533597542563,-0.8278166668081901,20.716814823536172
0.0688,0.18124317196985834,-0.8210543022864034,20.78783181641229
0.069,0.17923857702134577,-0.8246972982592519,20.776000460637754
0.0692,0.17723070527078466,-0.8579745693210192,20.761115310189776
0.0694,0.175160294721601,-0.8453254421193579,20.69537940061136
0.0696,0.17311932324791915,-0.8035911945559918,20.713702732069766
0.0698,0.17116590221231126,-0.7418716444082737,20.721649047761574
0.07,0.16933982711907003,-0.7458525142924597,20.68615130816347
0.0702,0.16750944243624705,-0.8194830743824755,20.63742064139825
0.0704,0.16553545740260955,-0.7503231120495023,20.697286732500746
0.0706,0.1637037402637054,-0.7451165996025996,20.660863239135484
0.0708,0.16188609958397274,-0.710167438410319,20.676935698987585
0.071,0.16014199250798422,-0.7128782005348816,20.65152400619637
0.0712,0.15839595212189844,-0.784308062401272,20.641815809708895
0.0714,0.15651054409285206,-0.7193066651487673,20.527654199599098
0.0716,0.1547589096743689,-0.7753795014617368,20.45624417750024
0.0718,0.15289863285209662,-0.8417010202840278,20.405343187066805
0.072,0.15090943354582445,-0.765388622943021,20.393686871517662
0.0722,0.14907683743284672,-0.7584084159762079,20.43906104863702
0.0724,0.14726186692602855,-0.7964780982014779,20.367657217589652
0.0726,0.14537438699577362,-0.7661710796108336,20.396141708416174
0.0728,0.14355129606256037,-0.8050618885706132,20.405726292909346
0.073,0.1416540696932941,-0.7424395661356373,20.394865848795728
0.0732,0.1398858824216362,-0.7097966512774778,20.323753359987496
0.0734,0.1381865173542379,-0.6710790788615656,20.320601187443096
0.0736,0.13656798616180635,-0.720919959139098,20.41243565507615
0.0738,0.1348530102712045,-0.6911057877541611,20.47012581862185
0.074,0.13320109267515384,-0.6309062092464233,20.437566567374013
0.0742,0.13167287807131065,-0.7539796495850785,20.415346458565953
0.0744,0.12990157301599795,-0.750805534838157,20.433111670312865
0.0746,0.1281401588002896,-0.7159889065167593,20.470884300086794
0.0748,0.12645190066965545,-0.6885966030250008,20.437679755631947
0.075,0.1248218036622662,-0.6621371569317087,20.378853830572773
0.0752,0.1232478857410782,-0.6917824055707139,20.327013767276625
0.0754,0.12161782515845468,-0.6699541450372324,20.33673861340547
0.0756,0.12003468121806327,-0.6368589590297767,20.346649652234824
0.0758,0.11852089393756754,-0.6268500776852488,20.283902972039236
0.076,0.11703015199432197,-0.6131777874633205,20.308856920449795
0.0762,0.11556973611540665,-0.7662134844232724,20.26172833351905
0.0764,0.11380616967432937,-0.8352472383284868,20.25515562537282
0.0766,0.11190806285832368,-0.8797815539755806,20.30288878107129
0.0768,0.10992468362465595,-0.91086904901738,20.242852815388364
0.077,0.10788309615937182,-0.8090894516179366,20.21325881838751
0.0772,0.10604915106381715,-0.8730214835270254,20.151136700096608
0.0774,0.10409100979463555,-0.8812204476608813,20.18246525626011
0.0776,0.10212038687972445,-0.935350485440507,20.088667698183375
0.0778,0.10004544513508408,-0.9439867615668531,20.07062303644143
0.078,0.09795738072168014,-0.9565199617028916,20.080209523764953
0.0782,0.09584842603683094,-0.9515794555344297,20.043415704698685
0.0784,0.09375357027368851,-0.9503221151757749,20.05078248999409
0.0786,0.09166541890278952,-0.9355144167615391,20.03338087133914
0.0788,0.08961105923146095,-0.885806882903483,20.03225009227491
0.079,0.08766022334719101,-0.9021980221370983,20.05191889829155
0.0792,0.08568050685622237,-0.8574377499465393,19.966018835914923
0.0794,0.08379427034261692,-0.8309999384564762,19.949287973680914
0.0796,0.08196468192501868,-0.779063492282646,19.95617054286478
0.0798,0.08024262557660343,-0.7692658671959587,19.947643865015753
0.08,0.07854360859105826,-0.7405322792686654,19.921225419506346
0.0802,0.07690545681533888,-0.7693695420244625,19.945385851912622
0.0804,0.07521290681765923,-0.7412976259165209,19.8780859280972
0.0806,0.07357988575219082,-0.8167853387450152,19.917001746794114
0.0808,0.07179915530319649,-0.7688412163109789,19.9195706514251
0.081,0.07011787455996808,-0.8023815303624959,19.95250107501377
0.0812,0.06837287575012323,-0.8462725132200228,19.94789745839687
0.0814,0.06654358497218288,-0.8793838288044408,20.00481536998504
0.0816,0.06465173014462958,-0.8923873356765991,20.052567290849893
0.0818,0.0627376520129872,-0.9369427041172411,20.007053317781853
0.082,0.060738291300726686,-0.9490490554912725,19.982415245368035
0.0822,0.05871871660714277,-0.9084160548680287,19.956305238265855
0.0824,0.056784447064192375,-0.9538176782180254,19.956026395564752
0.0826,0.054763242813627884,-0.8733141318892331,19.940614557307462
0.0828,0.05290708806422224,-0.8971228348846381,19.920293863080985
0.083,0.05100702821832446,-0.8897736659552438,19.894052881269683
0.0832,0.0491254668299774,-0.875352680403106,19.93328879590398
0.0834,0.04727651053551118,-0.9320774751857478,19.969169113386215
0.0836,0.04531780256406874,-0.9595290909657477,19.95407360483429
0.0838,0.04330810877700905,-1.0000086484162811,19.932513066227
0.084,0.04122147526262241,-1.0029301428885602,19.932996777585334
0.0842,0.03913317202632013,-1.0567799998307752,19.890510990655752
0.0844,0.036941345682605875,-1.028798115463597,19.822422788542458
0.0846,0.03480986676031356,-1.0110412293390716,19.853678466643416
0.0848,0.03271816456811473,-0.9827491104837796,19.867190587614562
0.085,0.030687230018010884,-1.052323579015136,19.78937263998187
0.0852,0.028521208399944677,-1.02480169959191,19.72341151161089
0.0854,0.026414562583960906,-0.9675525405342069,19.713629772788696
0.0856,0.024426628377724652,-0.9557677830656208,19.70910244184421
0.0858,0.022466239554837904,-0.9400896937589032,19.72271996514303
0.086,0.0205411276882105,-0.9464103098416199,19.66896421793474
0.0862,0.01860722481315078,-0.9445742904227518,19.6453913904712
0.0864,0.01668086178267892,-0.9773551571698501,19.62140829344549
0.0866,0.014692789744773943,-0.8793595081708825,19.55469735953786
0.0868,0.01290468514894258,-0.7870624194038458,19.593038779092737
0.087,0.011304750939837068,-0.8183278180164022,19.588788408378434
0.0872,0.009645485801924543,-0.7686549343652529,19.571737710312828
0.0874,0.008088884961590144,-0.813431190290666,19.589506796642482
0.0876,0.006445844811085699,-0.7856191872126121,19.53468168276928
0.0878,0.004861714747038257,-0.8086253906306737,19.43244412877702
0.088,0.0032347405362828994,-0.8176575817509161,19.376874605475052
0.0882,0.0015929558917084545,-0.7625821398469148,19.372724394069824
0.0884,6.46057002311642e-5,-0.7490580158220885,19.376707292775105
